title,theme,status,workDate,endWorkDate,pubDate,mediumURL,liPubDate,linkedinURL,canonicalSite,blogURL,blogPath,cartoon,chatDate,draftPath,notes,altText,caption
10/4: The Agent That Saved Me From Shipping 69%,building,published,2025-10-06,,2025-10-13,https://medium.com/building-piper-morgan/the-agent-that-saved-me-from-shipping-69-aae61fe91f37,,,,https://pipermorgan.ai/blog/the-agent-that-saved-me-from-shipping-69,/blog/the-agent-that-saved-me-from-shipping-69,robot-overboard,,,,"A robot holding a perfect score, representing an agent that caught incomplete work before it shipped.",
10/4: The Great Refactor: Six Weeks in Eighteen Days,building,published,2025-10-07,,2025-10-14,https://medium.com/building-piper-morgan/the-great-refactor-six-weeks-in-eighteen-days-dbf652a9a5bd,,,,https://pipermorgan.ai/blog/the-great-refactor-six-weeks-in-eighteen-days,/blog/the-great-refactor-six-weeks-in-eighteen-days,robot-runner,,,,"A robot tumbling overboard into a sea of code, capturing the intensity of compressing six weeks into eighteen days.",
10/4: The Calm After the Storm: When Victory Means Stopping to Plan,building,published,2025-10-08,,2025-10-15,https://medium.com/building-piper-morgan/the-calm-after-the-storm-when-victory-means-stopping-to-plan-bdbe24a41c13,,,,https://pipermorgan.ai/blog/the-calm-after-the-storm-when-victory-means-stopping-to-plan,/blog/the-calm-after-the-storm-when-victory-means-stopping-to-plan,robot-party,,,,"A robot at a celebration, marking a hard-won milestone before turning attention to the next planning phase.",
10/4:The Day We Got 10x Faster,building,published,2025-10-09,,2025-10-16,https://medium.com/building-piper-morgan/the-day-we-got-10-faster-a54bf66dff50,,,,https://pipermorgan.ai/blog/the-day-we-got-10-faster,/blog/the-day-we-got-10-faster,robot-10x,,,,A robot accelerating to ten times its previous speed after a semantic analysis tool reshapes how it reads code.,
10/4: The Day Our Foundation Cracked (And the Methodology Held),building,published,2025-10-10,,2025-10-17,https://medium.com/building-piper-morgan/the-day-our-foundation-cracked-and-the-methodology-held-28544c06ff2c,,,,https://pipermorgan.ai/blog/the-day-our-foundation-cracked-and,/blog/the-day-our-foundation-cracked-and,robot-cracked,,,,"A robot standing on a cracked surface, showing how a rigorous audit method held firm when the foundation gave way.",
10/4: The Redemption: 8 Placeholders to 100% in One Day,building,published,2025-10-11,,2025-10-17,https://medium.com/building-piper-morgan/the-redemption-9fd3ed79fc6f,,,,https://pipermorgan.ai/blog/the-redemption,/blog/the-redemption,robot-placeholder,,,,"A robot holding a placeholder sign, representing the false completions that were identified and finally replaced.",
9/6: see note: The Punchbowl Principle: When Good Enough Really Is Good Enough,insight,distributed,2025-09-06,2025-09-06,2025-10-18,https://medium.com/building-piper-morgan/the-punchbowl-principle-when-good-enough-really-is-good-enough-df4050f0dced,2025-10-18,https://www.linkedin.com/pulse/punchbowl-principle-when-good-enough-really-christian-crumlish-n0vbc/?published=t,distributed,https://pipermorgan.ai/blog/the-punchbowl-principle,/blog/the-punchbowl-principle,robot-punchbowl,,,,"A robot removing the punchbowl from a party, deciding that good enough is the right place to stop adding features.",
9/9: The Emergence of the Dance: How Chaos Becomes Choreography,insight,distributed,2025-09-09,,2025-10-19,https://medium.com/building-piper-morgan/the-emergence-of-the-dance-how-chaos-becomes-choreography-b2656411091a,2025-10-19,https://www.linkedin.com/pulse/emergence-dance-how-chaos-becomes-choreography-christian-crumlish-wc5uc/?trackingId=7pjas2lZQImK6ETmZQKIXQ%3D%3D,distributed,https://pipermorgan.ai/blog/the-emergence-of-the-dance,/blog/the-emergence-of-the-dance,robot-ballet,,,,"A robot in a ballet pose, embodying the shift from improvised prompts to choreographed multi-agent coordination.",
The Invisible Infrastructure: When Quality Gates Hide in Plain Sight,building,published,2025-10-12,,2025-10-20,https://medium.com/building-piper-morgan/the-invisible-infrastructure-when-quality-gates-hide-in-plain-sight-fc4b6ffa54c0,,,,https://pipermorgan.ai/blog/the-invisible-infrastructure,/blog/the-invisible-infrastructure,robot-guardians,2025-10-04,,,"Robots standing guard at invisible checkpoints, enforcing quality gates that run silently in the background.",
Already Exceeding Target: When Excellence Becomes Exceptional,building,published,2025-10-13,,2025-10-20,https://medium.com/building-piper-morgan/already-exceeding-target-when-excellence-becomes-exceptional-90b80dcb93d5,,,,https://pipermorgan.ai/blog/already-exceeding-target,/blog/already-exceeding-target,robot-water,2025-10-04,,,"A robot swimming well past the marker, achieving accuracy that exceeded the target before the sprint was over.",
Dignity Through Leverage: When Cognitive Load Becomes Extraordinarily Light,building,published,2025-10-14,,2025-10-21,https://medium.com/building-piper-morgan/dignity-through-leverage-when-cognitive-load-becomes-extraordinarily-light-f16f53b24bb2,,,,https://pipermorgan.ai/blog/dignity-through-leverage,/blog/dignity-through-leverage,robot-leverage,2025-10-04,,,"A robot applying leverage to lift a heavy load with minimal effort, freeing the human from cognitive burden.",
Discovery Over Assumptions: When Investigating First Saves Days,building,published,2025-10-15,,2025-10-22,https://medium.com/building-piper-morgan/discovery-over-assumptions-when-investigating-first-saves-days-9ed41851290e,,,,https://pipermorgan.ai/blog/discovery-over-assumptions,/blog/discovery-over-assumptions,robot-maze,2025-10-04,,,"A robot navigating a maze by investigating the correct path first, completing in minutes what guessing would take days.",
Investigating Our Own Past to Plan the Way Forward,building,published,2025-10-16,,2025-10-23,https://medium.com/building-piper-morgan/investigating-our-own-past-to-plan-the-way-forward-5566df36f2ae,,,,https://pipermorgan.ai/blog/investigating-our-own-past-to-plan,/blog/investigating-our-own-past-to-plan,robot-map,2025-10-04,,,"A robot consulting a map of prior work to plan the next step, learning that the past holds the route forward.",
As An Inchworm I Am Not Dismayed,building,published,2025-10-17,,2025-10-24,https://medium.com/building-piper-morgan/as-an-inchworm-i-am-not-dismayed-54972742a9ae,,,,https://pipermorgan.ai/blog/as-an-inchworm-i-am-not,/blog/as-an-inchworm-i-am-not,robot-hike,2025-10-04,,,"A robot on a long trail, taking steady deliberate steps forward through open terrain.",
The Noticer's Question: When Strategic Oversight Catches What Tests Miss,building,published,2025-10-18,,2025-10-24,https://medium.com/building-piper-morgan/the-noticers-question-when-strategic-oversight-catches-what-tests-miss-3bd6a06ffac1,,,,https://pipermorgan.ai/blog/the-noticers-question,/blog/the-noticers-question,robot-notice,2025-10-04,,,A robot pausing to examine something small that others walked past unnoticed.,
When the Best Way Forward is Backwards,insight,distributed,2025-09-13,,2025-10-25,https://medium.com/building-piper-morgan/when-the-best-way-forward-is-backwards-d0c3c9e141cc,2025-10-25,https://www.linkedin.com/pulse/when-best-way-forward-backwards-christian-crumlish-dvgkc/?trackingId=J7IXejeBSLa2lNfqRJ2N%2Bw%3D%3D,distributed,https://pipermorgan.ai/blog/when-the-best-way-forward-is,/blog/when-the-best-way-forward-is,robot-guggenheim,2025-09-12,,,"A robot descending a spiral ramp, moving forward by circling back to the beginning.",
The Methodology That Discovered Itself,insight,distributed,2025-09-13,,2025-10-26,https://medium.com/building-piper-morgan/the-methodology-that-discovered-itself-6ebe523a6856,2025-10-26,https://www.linkedin.com/pulse/methodology-discovered-itself-christian-crumlish-ogrwc/?trackingId=CrhcQzB%2BQ9iRD%2FQvZZFLlg%3D%3D,distributed,https://pipermorgan.ai/blog/the-methodology-that-discovered-itself,/blog/the-methodology-that-discovered-itself,robot-self,2025-10-04,,,"A robot catching its own reflection, recognizing a pattern it had been following all along.",
When the System Shows You What's Missing,building,published,2025-10-19,,2025-10-27,https://medium.com/building-piper-morgan/when-the-system-shows-you-whats-missing-c877abacff94,,,,https://pipermorgan.ai/blog/when-the-system-shows-you-whats,/blog/when-the-system-shows-you-whats,robot-tooth,2025-10-04,,,"A robot being shown a gap it could not see on its own, revealed by the system itself.",
The Infrastructure Dividend: When Months of Building Pay Off in Hours,building,published,2025-10-20,,2025-10-27,https://medium.com/building-piper-morgan/the-infrastructure-dividend-when-months-of-building-pay-off-in-hours-84e1a34cefd7,,,,https://pipermorgan.ai/blog/the-infrastructure-dividend,/blog/the-infrastructure-dividend,robot-gizmo,2025-10-04,,,A robot activating a compact gadget that sets a much larger mechanism into motion.,
Complete Means Complete: Three Standards in One Day,building,published,2025-10-21,,2025-10-28,https://medium.com/building-piper-morgan/complete-means-complete-three-standards-in-one-day-ed03fc6696ec,,,,https://pipermorgan.ai/blog/complete-means-complete,/blog/complete-means-complete,robot-room,2025-10-04,,,"A robot standing in a fully finished room, every corner addressed before moving on.",
The March to Alpha: When Methodology Discipline Enables Aggressive Scope,building,published,2025-10-22,,2025-10-29,https://medium.com/building-piper-morgan/the-march-to-alpha-when-methodology-discipline-enables-aggressive-scope-27e1d330581a,,,,https://pipermorgan.ai/blog/the-march-to-alpha,/blog/the-march-to-alpha,robot-road,2025-10-04,,,"A robot walking a straight road toward a clear destination, methodically closing the distance.",
The Time Pressure Intervention: When 3 Minutes of Course Correction Saves Hours,building,published,2025-10-23,,2025-10-30,https://medium.com/building-piper-morgan/the-time-pressure-intervention-when-3-minutes-of-course-correction-saves-hours-5b7b326d855d,,,,https://pipermorgan.ai/blog/the-time-pressure-intervention,/blog/the-time-pressure-intervention,robot-pilot,2025-10-04,,,"A robot at the controls of a cockpit, course-correcting mid-flight with calm precision.",
Preparing the House for Visitors: When Your Code Is Ready But Your Alpha Isn't,building,published,2025-10-24,,2025-10-31,https://medium.com/building-piper-morgan/preparing-the-house-for-visitors-when-your-code-is-ready-but-your-alpha-isnt-c3aa73273705,,,,https://pipermorgan.ai/blog/preparing-the-house-for-visitors,/blog/preparing-the-house-for-visitors,robot-visitors,2025-10-04,,,"A robot tidying a space and setting out a welcome, getting ready for the first real guests.",
Haiku Does the Impossible: Architectural Work at Fraction of Cost,building,published,2025-10-25,,2025-10-31,https://medium.com/building-piper-morgan/haiku-does-the-impossible-architectural-work-at-fraction-of-cost-488b596f3048,,,,https://pipermorgan.ai/blog/haiku-does-the-impossible,/blog/haiku-does-the-impossible,robot-haiku,2025-10-04,,,"A small, spare robot accomplishing sophisticated architectural work with minimal resources.",
The Archaeology of Accumulated Files: How Documentation Debt Nearly Buried the Project,insight,distributed,2025-09-19,,2025-11-01,https://medium.com/building-piper-morgan/the-archaeology-of-accumulated-files-how-documentation-debt-nearly-buried-the-project-715d6228660b,2025-11-01,https://www.linkedin.com/pulse/archaeology-accumulated-files-how-documentation-debt-nearly-crumlish-nzukc/?trackingId=9FJx1IqUSqSxS3DxIlO6RQ%3D%3D,distributed,https://pipermorgan.ai/blog/the-archaeology-of-accumulated-files,/blog/the-archaeology-of-accumulated-files,robot-fiing,2025-09-18,,,A robot organizing a chaotic pile of accumulated documents into a structured filing system.,
10/4: The Review That Answered Itself: Why LLMs Need to Shut Up Sometimes,insight,distributed,2025-10-03,,2025-11-02,https://medium.com/building-piper-morgan/the-review-that-answered-itself-why-llms-need-to-shut-up-sometimes-3bdba32e12ce,2025-11-02,https://www.linkedin.com/pulse/review-answered-itself-why-llms-need-shut-up-christian-crumlish-rsw2c/,distributed,https://pipermorgan.ai/blog/the-review-that-answered-itself,/blog/the-review-that-answered-itself,robot-gag,2025-10-04,,,"A robot with its mouth covered, learning that silence at the right moment reveals more truth.",
The Discovery Testing Philosophy: Testing What Matters for Alpha,building,published,2025-10-26,,2025-11-03,https://medium.com/building-piper-morgan/the-discovery-testing-philosophy-testing-what-matters-for-alpha-638b66762064,,,,https://pipermorgan.ai/blog/the-discovery-testing-philosophy,/blog/the-discovery-testing-philosophy,robot-bakeoff,2025-10-04,,,"A robot judging competing test approaches side by side, choosing what actually works over what looks good.",
"When Documentation Becomes Critical: The 1,630 Lines That Stand Between Alpha and Chaos",building,published,2025-10-27,,2025-11-03,https://medium.com/building-piper-morgan/when-documentation-becomes-critical-the-1-630-lines-that-stand-between-alpha-and-chaos-7c5d4ba1e1a4,,,,https://pipermorgan.ai/blog/when-documentation-becomes-critical,/blog/when-documentation-becomes-critical,robot-flood,2025-10-04,,,A dense stack of papers standing between a working system and the users who need to run it.,robot-flood.webp
"When the Documentation Lied: Seven Blockers Hiding in 1,630 Lines",building,published,2025-10-28,,2025-11-04,https://medium.com/building-piper-morgan/when-the-documentation-lied-seven-blockers-hiding-in-1-630-lines-59ec35fb0d31,,,,https://pipermorgan.ai/blog/when-the-documentation-lied,/blog/when-the-documentation-lied,robot-brochure,2025-10-04,,,Installation instructions that claimed to be complete but concealed seven hidden obstacles inside.,robot-brochure.webp
The Wizard That Learned to Restart Itself,building,published,2025-10-29,,2025-11-05,https://medium.com/building-piper-morgan/the-wizard-that-learned-to-restart-itself-202fd198aa59,,,,https://pipermorgan.ai/blog/the-wizard-that-learned-to-restart,/blog/the-wizard-that-learned-to-restart,robot-wizard,2025-10-04,,,A robot wizard that can now pick itself back up and resume from where it left off.,
